,index,0
1832,MAK,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V242V--------------------------------------------------------------------------------------------------------------------------------------------------------------
1833,TOM1L1,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D435G--------------------------------------------------------------------------------------------------------------------------------------------------------------
1834,ACVRL1,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D427D-------------------------------------------------------------------------------------------S38G------------------------------------------------------------------
1835,BRAF,-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V600E---------------------------------------------------------------------------------------------------------------------------------------------------------------
1836,LDHB,-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E313G---------------------------------------------------------------------------------------------------------------------------------------------------------------
1837,ABCD1,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R660Q-----------D561D------------------------------------------------------------Q567*---------------------S606P G608D------------------------------------------------------------------
1838,HLA-DQA1,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------M99L Y103S-----------------------------------------------------------------------------------------------------------------------------------------------------------------
1839,TLR3,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L508L-----------------------------------------------------------K418Q-----------------------------------------------------------------------------------------------------
1840,DHX58,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K39R-----------------------------------------------------------------------------------------------------------------------------------------------------------------
1841,HSD11B2,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F349L-----------------------------------------------------------------------------------------------------------------------------------------------------------------
1842,AQP9,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A47A-------------------------------------------------------------------------------------------------------------------------------------------------P223S---------------
1843,SAMM50,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V446I------------------------------------------------------------------------------------------------------------------------------------------------------------------
1844,RBM38,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------T132S------------------------------------------------------------------------------------------------------------------------------------------------------------------
1845,ITGB8,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q17*------------------------------------------------------------------------------------------------------------------------------------------------------------------
1846,PHF7,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L162L------------------------------------------------------------------------------------------------------------------------------------------------------------------
1847,ALAS1,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G285R------R571R------------------------------------------------------------------------------V75A---------A41A------------------------------------------------------------------
1848,DDAH2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V129I-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1849,CSNK1D,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q410Q-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1850,LDLRAP1,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q173R-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1851,HMGB2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K90R-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1852,ICOS,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K191T-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1853,GTF2B,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K178R-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1854,PPIA,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G96C-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1855,ACADL,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F320L-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1856,PLK2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A295T-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1857,TNIP2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A283V-------------------------------------------------------------------------------------------------------------------------------------------------------------------
1858,CAPZB,-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------W148G---------------------------------------------------------------------------------------------------------------------------------------------------------------------
1859,KLK3,-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G225R-------------------------------------------------------------------------------------------------------------------------------A63S-------------------------------------
1860,THEG,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V42I---------------------------------------------------------------------------------------------------------------D318V------------------------------------------------------
1861,CD1D,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------T172K------------------------------------------------------------------------------------------------------------------------------------S34fs---------------------------------
1862,PSMA3,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------Q23Q----------------------------------------------------V201I----------------------------------------PF131fs------------------------------------------------------------------------
1863,MAPK13,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------M118I----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1864,MMP10,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I63fs--------------------------------------------------------------------------------------------------------------------D95D-------------------------------------------------
1865,ZYX,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D162N------------------------------------------------------------------------------------------------------------------------------------------P64P---------------------------
1866,PTGDS,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V69M-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1867,EIF4E,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------N13K-----D144G-----------------------------------------------------------------------------------------------------------------------------------------------------------------
1868,PCGF5,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I141fs-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1869,LHX2,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G304C-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1870,CNBP,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G105G-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1871,TST,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F188L-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1872,TCAP,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A2A-----------------------------------------------------------------------------------------------------------------------------------------------------------------------
1873,SLC29A3,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V135D---------------------------------------------T157S---------T305T----------------------------------------------------------------------------------------------------------------
1874,TNFRSF1B,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------S432L------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1875,DENND5A,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L822fs----------------------------------------------A105V-------------------------------------------------------------------------------------------------------------------------
1876,PSMB10,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L2V------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1877,TRAF4,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------K53fs------------------------------------------------------------Y166*-----------------------------------------------------------------------------------------------------------
1878,COL5A2,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I1493fsP1036L-------------------------------------------------------------------------------------------------------G1065G---------------------------------------------------------------
1879,PSMD14,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------I148I------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1880,ANKZF1,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A488fs------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1881,PIF1,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------T266T------------------F271L------------------------------------------------------------------------------------------------------------------------------------------------------
1882,SPRY4,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------H87Y-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1883,NNMT,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E222Q-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1884,CFLAR,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D343G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1885,MYLK,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D1106N--------L1152L S1151fs---------------------------------------------------------------------------------------------------I440L---------------------------------------------------------Y1357F--
1886,RAP1GDS1,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A510S-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1887,PSMC4,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A180A--------------------------------------------------------------------------------------------------------------------------------------------------------------------S355S----
1888,COL6A1,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R783R--------------------------------------------------------------------------------V1016I-----------------------------------------------------------------------------------------
1889,GNPDA1,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L39H--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1890,USP11,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F382Y----------------------------------------------------------------------------------------L639P---------------------------------------------------------------------------------
1891,INHBE,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F294L--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1892,EPOR,-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L457P---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1893,CMTR1,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------S380R--------------------F800L-------------------------------------------------------------------------------------------------------------------------------------------------------
1894,CD2AP,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------S233T----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1895,DNTT,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------P16A-----------E66*----------------------------------------------------------------------------------------------------------------------------------------------------------------
1896,BIN1,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L541R--------------------------------------------------------------------------------K63E-------------------------------------------------------------------------------------------
1897,ACSL4,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L419L--------------------------------------------------------------------------------------------------------------------------------------------------------------------------N137K-
1898,EXT2,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------L188W----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1899,NUB1,------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A2E----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1900,HSPE1,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------S51W-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1901,GRK5,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R206Q------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1902,VCL,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------P457Q------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1903,PPM1A,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V43G------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R257S
1904,CFI,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------V355G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1905,ATL2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------T474P-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1906,PCOLCE2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------R2R-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1907,BMF,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------P105S-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1908,PPAN,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G78fs-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1909,ELOVL2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------G52G---------------------------------------------------------------------------------------------------------------------------------------------------------------M31L---------------
1910,PLA2G2A,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------F43F-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1911,ST3GAL4,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E44Q----------------------------A279A--------------------------------------------------------------------------------------------------------------------------------------------------
1912,WSB1,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------E406D-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1913,UBA2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------D48H-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1914,CAV2,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------C72S-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1915,GPC4,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------C502W-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1916,TOMM22,---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------A3G-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
